15,31,1,54,3,16,87,57,75,12,74,96,16,72,76,24,28,8,92,36,90,8,58,60,50,28,92,41,100,64,27,63
17,73,33,84,77,92,29,13,46,35,6,82,69,47,25,66,10,56,30,5,33,65,18,96,49,11,85,26,63,89,86,59
27,49,77,33,98,99,1,21,55,6,92,81,69,95,5,3,53,23,53,37,74,74,83,17,85,78,73,1,51,45,77,4
62,65,32,34,92,95,72,39,26,34,54,3,50,12,65,54,5,94,94,57,17,47,23,79,85,14,66,75,51,38,64,98
38,50,98,82,30,79,91,51,63,98,52,38,97,88,79,30,51,81,5,29,4,10,56,17,74,17,84,88,69,34,6,53
66,77,43,75,23,55,80,95,75,16,8,4,4,56,25,67,96,67,27,93,32,50,61,51,19,21,5,82,92,42,61,22
21,70,1,5,12,90,46,34,49,78,90,45,27,73,26,47,86,56,94,63,48,61,81,26,36,1,8,99,52,79,47,56
86,14,90,28,87,78,88,2,26,14,59,56,7,3,23,18,38,99,15,64,89,28,74,39,57,17,86,90,44,25,17,13
84,25,68,10,67,18,100,86,34,8,40,83,42,41,6,52,26,64,98,59,56,59,70,33,53,22,21,70,70,4,94,75
*
62,62,94,95,24,55,9,3,31,40,36,24,95,6,66,84,92,75,4,79,6,94,51,62,57,66,79,75,8,26,51,45
44,5,70,26,68,19,84,97,20,12,47,1,90,14,64,38,37,11,100,77,3,33,6,50,10,5,23,10,44,2,13,40
2,84,65,63,73,17,9,75,15,24,38,35,94,95,49,69,62,60,50,78,75,9,34,76,99,35,1,40,64,22,60,64
93,72,11,14,60,30,35,85,37,5,83,78,26,62,4,89,42,89,18,40,72,39,14,32,51,38,97,23,63,15,97,25
17,97,66,78,53,51,39,51,70,6,67,7,51,72,42,64,15,29,33,94,27,36,29,38,57,97,27,55,33,68,86,66
10,5,74,97,38,13,31,47,100,88,52,56,15,29,8,5,29,47,68,76,45,2,27,95,36,36,26,43,27,69,20,11
74,38,6,72,23,47,90,46,12,90,13,62,82,89,97,60,43,76,100,68,5,37,72,92,31,9,51,29,78,40,41,86
11,23,1,46,21,90,36,54,87,57,1,63,54,55,40,15,21,47,73,53,9,74,52,57,26,41,35,63,25,90,75,38
2,7,82,91,34,91,17,43,59,51,54,24,25,71,52,70,88,33,49,29,63,22,26,28,85,49,71,81,84,49,20,86
92,63,61,49,71,1,96,13,94,87,51,56,83,62,32,30,29,49,45,93,30,16,40,19,18,1,78,47,66,92,94,38
51,63,4,1,8,29,55,3,32,10,74,83,34,97,87,55,92,32,50,7,93,8,65,57,67,88,87,59,72,54,67,51
97,92,8,34,35,96,88,78,32,46,16,68,37,54,85,14,95,55,48,82,7,74,7,33,23,85,19,19,36,29,60,82
2,1,47,69,20,11,2,67,87,12,20,5,37,38,94,9,98,53,44,99,86,24,81,74,30,59,87,96,81,81,14,9
40,66,25,73,22,4,26,58,29,98,87,37,75,70,18,85,42,100,41,38,34,17,37,25,76,87,86,85,27,57,31,6
91,40,98,12,53,71,10,45,17,26,85,92,62,46,64,2,54,65,51,53,36,26,29,21,11,40,11,36,59,39,99,54
98,55,24,22,69,56,33,36,20,83,99,81,62,98,73,26,66,73,73,40,17,1,89,61,43,42,25,39,35,3,44,51
94,98,12,19,44,59,49,61,17,74,57,55,47,12,62,80,88,83,8,95,21,81,87,80,70,72,25,82,89,12,15,59
26,26,47,32,10,16,71,17,23,26,85,86,7,14,79,7,9,48,72,59,87,93,82,95,94,39,99,18,59,17,14,31
24,99,60,45,98,3,37,43,40,90,55,87,39,15,4,93,86,25,13,82,33,16,42,66,55,99,42,34,30,13,13,18
32,96,99,39,46,29,62,93,62,57,16,56,10,30,25,84,5,65,94,49,3,45,14,30,68,18,62,37,25,48,65,53
79,73,15,49,88,68,12,59,37,61,43,70,39,56,63,46,88,11,62,77,98,25,71,52,4,59,72,20,93,63,54,74
98,57,90,41,3,6,5,5,54,47,87,49,9,99,20,61,35,50,82,62,17,88,3,32,99,13,89,73,68,14,98,11
56,67,92,29,9,67,25,98,76,42,9,79,40,25,5,11,59,98,88,79,38,72,5,48,90,18,70,37,60,48,77,28
69,77,81,40,45,96,62,93,58,67,56,40,98,40,91,77,33,6,88,19,80,40,92,97,59,59,48,41,13,45,89,53
42,100,63,27,38,60,7,5,45,58,31,23,42,10,32,53,30,39,31,82,100,2,78,77,93,12,39,66,96,13,46,27
17,95,98,60,64,88,35,70,83,30,71,74,96,98,63,28,60,79,94,37,93,22,68,20,96,100,68,91,64,17,12,22
17,10,65,22,90,82,50,14,64,47,29,76,36,99,52,76,7,29,11,33,6,79,32,51,75,58,87,26,98,46,98,29
4,81,99,13,39,15,29,29,75,32,2,47,78,84,22,75,27,67,81,56,92,93,21,47,80,59,84,6,19,57,69,3
1,58,38,15,34,61,35,64,25,24,12,18,15,80,27,72,60,46,89,17,93,53,8,79,27,46,50,71,3,93,64,44
53,24,60,3,20,46,15,25,94,78,71,17,84,100,9,38,48,60,63,86,2,88,72,11,64,77,81,72,21,18,94,64
82,95,38,32,11,45,89,33,41,8,11,86,51,88,41,17,76,46,32,79,80,54,86,92,20,33,74,40,32,97,2,97
33,77,30,33,77,26,22,66,38,90,46,15,98,44,49,75,61,67,6,9,6,73,95,32,41,76,8,72,50,92,62,84
